Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
20/03/2023 1:17:40,431,15.5,64,1001.4
20/03/2023 1:18:40,446,15.5,64,1001.4
20/03/2023 1:19:40,436,15.5,64,1001.6
20/03/2023 1:20:40,451,15.5,64,1001.6
20/03/2023 1:21:40,445,15.5,64,1001.6
20/03/2023 1:22:40,435,15.5,64,1001.6
20/03/2023 1:23:40,445,15.5,64,1001.6
20/03/2023 1:24:40,426,15.5,64,1001.6
20/03/2023 1:25:40,433,15.5,64,1001.5
20/03/2023 1:26:40,441,15.5,64,1001.5
20/03/2023 1:27:40,434,15.5,64,1001.4
20/03/2023 1:28:40,432,15.5,64,1001.4
20/03/2023 1:29:40,456,15.5,64,1001.4
20/03/2023 1:30:40,430,15.5,64,1001.4
20/03/2023 1:31:40,440,15.5,64,1001.5
20/03/2023 1:32:40,451,15.5,64,1001.5
20/03/2023 1:33:40,443,15.5,64,1001.5
20/03/2023 1:34:40,444,15.5,64,1001.5
20/03/2023 1:35:40,440,15.5,64,1001.5
20/03/2023 1:36:40,430,15.5,64,1001.5
20/03/2023 1:37:40,436,15.5,64,1001.4
20/03/2023 1:38:40,437,15.5,64,1001.4
20/03/2023 1:39:40,445,15.5,64,1001.4
20/03/2023 1:40:40,448,15.5,64,1001.4
20/03/2023 1:41:40,438,15.5,64,1001.4
20/03/2023 1:42:40,439,15.5,64,1001.4
20/03/2023 1:43:40,455,15.5,64,1001.5
20/03/2023 1:44:40,438,15.5,64,1001.4
20/03/2023 1:45:40,450,15.5,64,1001.5
20/03/2023 1:46:40,435,15.5,64,1001.5
20/03/2023 1:47:40,447,15.5,64,1001.6
20/03/2023 1:48:40,435,15.5,64,1001.5
20/03/2023 1:49:40,442,15.5,64,1001.4
20/03/2023 1:50:40,450,15.5,64,1001.5
20/03/2023 1:51:40,427,15.5,64,1001.6
20/03/2023 1:52:40,440,15.5,64,1001.4
20/03/2023 1:53:40,433,15.5,64,1001.5
20/03/2023 1:54:40,434,15.5,64,1001.5
20/03/2023 1:55:40,435,15.5,64,1001.4
20/03/2023 1:56:40,449,15.5,64,1001.4
20/03/2023 1:57:40,444,15.5,64,1001.3
20/03/2023 1:58:40,452,15.5,64,1001.3
20/03/2023 1:59:40,462,15.5,64,1001.3
20/03/2023 2:00:40,434,15.5,64,1001.4
20/03/2023 2:01:40,444,15.4,64,1001.4
20/03/2023 2:02:40,441,15.5,64,1001.4
20/03/2023 2:03:40,438,15.5,64,1001.5
20/03/2023 2:04:40,452,15.5,64,1001.3
20/03/2023 2:05:40,445,15.4,64,1001.3
20/03/2023 2:06:40,453,15.5,64,1001.4
20/03/2023 2:07:40,439,15.4,64,1001.4
20/03/2023 2:08:40,459,15.4,64,1001.4
20/03/2023 2:09:40,449,15.4,64,1001.5
20/03/2023 2:10:40,441,15.4,64,1001.4
20/03/2023 2:11:40,444,15.4,64,1001.4
20/03/2023 2:12:40,422,15.5,64,1001.5
20/03/2023 2:13:40,447,15.4,64,1001.4
20/03/2023 2:14:40,450,15.4,64,1001.5
20/03/2023 2:15:40,450,15.4,64,1001.5
20/03/2023 2:16:40,428,15.4,64,1001.4
20/03/2023 2:17:40,443,15.4,64,1001.5
20/03/2023 2:18:40,440,15.4,64,1001.5
20/03/2023 2:19:40,433,15.4,64,1001.5
20/03/2023 2:20:40,440,15.4,64,1001.4
20/03/2023 2:21:40,444,15.4,64,1001.5
20/03/2023 2:22:40,449,15.4,64,1001.5
20/03/2023 2:23:40,430,15.4,64,1001.6
20/03/2023 2:24:40,465,15.4,64,1001.5
20/03/2023 2:25:40,450,15.4,64,1001.6
20/03/2023 2:26:40,440,15.4,64,1001.5
20/03/2023 2:27:40,451,15.4,64,1001.5
20/03/2023 2:28:40,438,15.4,64,1001.5
20/03/2023 2:29:40,441,15.4,64,1001.6
20/03/2023 2:30:40,455,15.4,64,1001.6
20/03/2023 2:31:40,435,15.4,64,1001.6
20/03/2023 2:32:40,423,15.4,64,1001.6
20/03/2023 2:33:40,439,15.4,64,1001.5
20/03/2023 2:34:40,436,15.4,64,1001.5
20/03/2023 2:35:40,444,15.4,64,1001.6
20/03/2023 2:36:40,437,15.4,64,1001.5
20/03/2023 2:37:40,445,15.4,64,1001.6
20/03/2023 2:38:40,449,15.4,64,1001.5
20/03/2023 2:39:40,443,15.4,64,1001.6
20/03/2023 2:40:40,431,15.4,64,1001.6
20/03/2023 2:41:40,438,15.4,64,1001.5
20/03/2023 2:42:40,436,15.4,64,1001.6
20/03/2023 2:43:40,427,15.4,64,1001.6
20/03/2023 2:44:40,445,15.4,64,1001.6
20/03/2023 2:45:40,430,15.4,64,1001.6
20/03/2023 2:46:40,459,15.4,64,1001.5
20/03/2023 2:47:40,431,15.4,64,1001.6
20/03/2023 2:48:40,440,15.4,64,1001.6
20/03/2023 2:49:40,424,15.4,64,1001.5
20/03/2023 2:50:40,430,15.3,64,1001.5
20/03/2023 2:51:40,444,15.4,63,1001.5
20/03/2023 2:52:40,455,15.4,63,1001.5
20/03/2023 2:53:40,429,15.4,63,1001.6
20/03/2023 2:54:40,433,15.4,63,1001.6
20/03/2023 2:55:40,438,15.4,63,1001.5
20/03/2023 2:56:40,440,15.4,63,1001.6
20/03/2023 2:57:40,442,15.3,63,1001.6
20/03/2023 2:58:40,448,15.3,63,1001.7
20/03/2023 2:59:40,451,15.3,63,1001.6
20/03/2023 3:00:40,430,15.4,63,1001.8
20/03/2023 3:01:40,446,15.3,63,1001.8
20/03/2023 3:02:40,435,15.3,63,1001.7
20/03/2023 3:03:40,434,15.3,63,1001.7
20/03/2023 3:04:40,454,15.3,63,1001.6
20/03/2023 3:05:40,443,15.3,63,1001.7
20/03/2023 3:06:40,458,15.3,63,1001.7
20/03/2023 3:07:40,448,15.3,63,1001.6
20/03/2023 3:08:40,432,15.3,63,1001.7
20/03/2023 3:09:40,441,15.3,63,1001.8
20/03/2023 3:10:40,443,15.3,63,1001.7
20/03/2023 3:11:40,432,15.3,63,1001.8
20/03/2023 3:12:40,436,15.3,63,1001.8
20/03/2023 3:13:40,432,15.3,63,1001.8
20/03/2023 3:14:40,440,15.3,63,1001.7
20/03/2023 3:15:40,447,15.3,63,1001.7
20/03/2023 3:16:40,441,15.3,63,1001.7
20/03/2023 3:17:40,437,15.3,63,1001.7
20/03/2023 3:18:40,456,15.3,63,1001.8
20/03/2023 3:19:40,434,15.3,63,1001.6
20/03/2023 3:20:40,456,15.3,63,1001.5
20/03/2023 3:21:40,440,15.3,63,1001.6
20/03/2023 3:22:40,441,15.3,63,1001.6
20/03/2023 3:23:40,431,15.3,63,1001.6
20/03/2023 3:24:40,443,15.3,63,1001.5
20/03/2023 3:25:40,443,15.3,63,1001.5
20/03/2023 3:26:40,445,15.3,63,1001.6
20/03/2023 3:27:40,432,15.3,63,1001.5
20/03/2023 3:28:40,456,15.3,63,1001.4
20/03/2023 3:29:40,438,15.3,63,1001.5
20/03/2023 3:30:40,427,15.3,63,1001.5
20/03/2023 3:31:40,450,15.3,63,1001.5
20/03/2023 3:32:40,444,15.3,63,1001.6
20/03/2023 3:33:40,431,15.3,63,1001.6
20/03/2023 3:34:40,441,15.3,63,1001.6
20/03/2023 3:35:40,430,15.3,63,1001.6
20/03/2023 3:36:40,447,15.3,63,1001.5
20/03/2023 3:37:40,439,15.3,63,1001.5
20/03/2023 3:38:40,449,15.3,63,1001.5
20/03/2023 3:39:40,437,15.3,63,1001.5
20/03/2023 3:40:40,427,15.3,63,1001.5
20/03/2023 3:41:40,434,15.3,62,1001.6
20/03/2023 3:42:40,455,15.3,62,1001.5
20/03/2023 3:43:40,438,15.3,62,1001.4
20/03/2023 3:44:40,444,15.3,62,1001.4
20/03/2023 3:45:40,440,15.3,62,1001.4
20/03/2023 3:46:40,451,15.3,62,1001.3
20/03/2023 3:47:40,434,15.3,62,1001.4
20/03/2023 3:48:40,445,15.3,62,1001.3
20/03/2023 3:49:40,443,15.3,62,1001.3
20/03/2023 3:50:40,428,15.2,62,1001.3
20/03/2023 3:51:40,454,15.3,62,1001.3
20/03/2023 3:52:40,430,15.2,62,1001.3
20/03/2023 3:53:40,446,15.3,62,1001.3
20/03/2023 3:54:40,454,15.3,62,1001.4
20/03/2023 3:55:40,441,15.3,62,1001.3
20/03/2023 3:56:40,446,15.3,62,1001.3
20/03/2023 3:57:40,441,15.3,62,1001.3
20/03/2023 3:58:40,453,15.3,62,1001.2
20/03/2023 3:59:40,445,15.3,62,1001.2
20/03/2023 4:00:40,417,15.2,62,1001.3
20/03/2023 4:01:40,443,15.3,62,1001.4
20/03/2023 4:02:40,439,15.2,62,1001.4
20/03/2023 4:03:40,445,15.3,62,1001.4
20/03/2023 4:04:40,438,15.3,62,1001.3
20/03/2023 4:05:40,435,15.3,62,1001.4
20/03/2023 4:06:40,436,15.3,62,1001.4
20/03/2023 4:07:40,441,15.3,62,1001.4
20/03/2023 4:08:40,444,15.2,62,1001.3
20/03/2023 4:09:40,456,15.2,62,1001.4
20/03/2023 4:10:40,447,15.3,62,1001.4
20/03/2023 4:11:40,437,15.3,62,1001.5
20/03/2023 4:12:40,455,15.3,62,1001.4
20/03/2023 4:13:40,446,15.3,62,1001.5
20/03/2023 4:14:40,450,15.3,62,1001.4
20/03/2023 4:15:40,430,15.2,62,1001.6
20/03/2023 4:16:40,435,15.3,62,1001.5
20/03/2023 4:17:40,435,15.2,62,1001.6
20/03/2023 4:18:40,435,15.2,61,1001.6
20/03/2023 4:19:40,439,15.2,61,1001.5
20/03/2023 4:20:40,447,15.2,61,1001.5
20/03/2023 4:21:40,437,15.2,61,1001.4
20/03/2023 4:22:40,452,15.2,61,1001.3
20/03/2023 4:23:40,433,15.2,61,1001.2
20/03/2023 4:24:40,449,15.2,61,1001.2
20/03/2023 4:25:40,451,15.2,61,1001.2
20/03/2023 4:26:40,428,15.2,61,1001.2
20/03/2023 4:27:40,463,15.2,61,1001.1
20/03/2023 4:28:40,444,15.2,61,1001.2
20/03/2023 4:29:40,430,15.2,61,1001.1
20/03/2023 4:30:40,439,15.1,61,1001.1
20/03/2023 4:31:40,444,15.2,61,1001.2
20/03/2023 4:32:40,443,15.1,61,1001.3
20/03/2023 4:33:41,445,15.1,61,1001.3
20/03/2023 4:34:41,441,15.2,60,1001.3
20/03/2023 4:35:41,455,15.1,60,1001.3
20/03/2023 4:36:41,443,15.1,60,1001.1
20/03/2023 4:37:41,430,15.1,60,1001.1
20/03/2023 4:38:41,455,15.1,60,1001.2
20/03/2023 4:39:41,438,15.1,60,1001.3
20/03/2023 4:40:41,429,15.1,60,1001.2
20/03/2023 4:41:41,447,15.1,60,1001.2
20/03/2023 4:42:41,447,15.1,60,1001.2
20/03/2023 4:43:41,444,15.1,60,1001.2
20/03/2023 4:44:41,441,15.1,60,1001.3
20/03/2023 4:45:41,448,15.1,60,1001.3
20/03/2023 4:46:41,436,15.1,60,1001.3
20/03/2023 4:47:41,439,15.1,60,1001.2
20/03/2023 4:48:41,434,15.1,60,1001.3
20/03/2023 4:49:41,448,15.1,60,1001.1
20/03/2023 4:50:41,440,15.1,60,1001.1
20/03/2023 4:51:41,457,15.1,60,1001.2
20/03/2023 4:52:41,429,15.1,60,1001.1
20/03/2023 4:53:41,445,15.1,60,1001.2
20/03/2023 4:54:41,432,15.1,59,1001.1
20/03/2023 4:55:41,444,15.1,59,1001
20/03/2023 4:56:41,454,15,59,1001.1
20/03/2023 4:57:41,447,15.1,59,1001.1
20/03/2023 4:58:41,443,15.1,59,1001.1
20/03/2023 4:59:41,454,15,59,1001.1
20/03/2023 5:00:41,451,15,59,1001.1
20/03/2023 5:01:41,453,15,59,1001.1
20/03/2023 5:02:41,431,15,59,1001.1
20/03/2023 5:03:41,448,15.1,59,1001.1
20/03/2023 5:04:41,438,15,59,1001.1
20/03/2023 5:05:41,441,15,59,1001.1
20/03/2023 5:06:41,436,15,59,1001.2
20/03/2023 5:07:41,450,15,59,1001.2
20/03/2023 5:08:41,443,15,59,1001.3
20/03/2023 5:09:41,447,15,59,1001.3
20/03/2023 5:10:41,437,15,59,1001.3
20/03/2023 5:11:41,456,15,59,1001.3
20/03/2023 5:12:41,438,15,59,1001.5
20/03/2023 5:13:41,459,15,58,1001.4
20/03/2023 5:14:41,439,15,59,1001.4
20/03/2023 5:15:41,433,15,58,1001.4
20/03/2023 5:16:41,441,15,58,1001.3
20/03/2023 5:17:41,441,15,58,1001.4
20/03/2023 5:18:41,429,14.9,58,1001.3
20/03/2023 5:19:41,440,15,58,1001.3
20/03/2023 5:20:41,452,15,58,1001.4
20/03/2023 5:21:41,447,15,58,1001.4
20/03/2023 5:22:41,427,15,58,1001.4
20/03/2023 5:23:41,442,14.9,58,1001.4
20/03/2023 5:24:41,452,14.9,58,1001.5
20/03/2023 5:25:41,446,14.9,58,1001.4
20/03/2023 5:26:41,435,14.9,58,1001.5
20/03/2023 5:27:41,437,14.9,58,1001.6
20/03/2023 5:28:41,444,14.9,58,1001.6
20/03/2023 5:29:41,447,14.9,58,1001.5
20/03/2023 5:30:41,426,14.9,58,1001.6
20/03/2023 5:31:41,441,14.9,58,1001.6
20/03/2023 5:32:41,445,14.9,58,1001.5
20/03/2023 5:33:41,439,14.9,58,1001.7
20/03/2023 5:34:41,453,14.9,58,1001.7
20/03/2023 5:35:41,460,14.9,58,1001.7
20/03/2023 5:36:41,437,14.9,58,1001.7
20/03/2023 5:37:41,440,14.9,58,1001.7
20/03/2023 5:38:41,463,14.9,58,1001.8
20/03/2023 5:39:41,440,14.9,58,1001.7
20/03/2023 5:40:41,451,14.9,58,1001.8
20/03/2023 5:41:41,447,14.9,58,1001.8
20/03/2023 5:42:41,438,14.9,58,1001.8
20/03/2023 5:43:41,446,14.9,58,1001.7
20/03/2023 5:44:41,439,14.9,58,1001.8
20/03/2023 5:45:41,443,14.9,58,1001.7
20/03/2023 5:46:41,458,14.9,58,1001.7
20/03/2023 5:47:41,440,14.9,58,1001.8
20/03/2023 5:48:41,423,14.9,58,1001.8
20/03/2023 5:49:41,421,14.9,58,1001.9
20/03/2023 5:50:41,450,14.9,57,1001.9
20/03/2023 5:51:41,446,14.9,57,1001.8
20/03/2023 5:52:41,451,14.9,57,1001.9
20/03/2023 5:53:41,452,14.8,57,1001.8
20/03/2023 5:54:41,428,14.8,57,1001.9
20/03/2023 5:55:41,449,14.9,57,1001.9
20/03/2023 5:56:41,435,14.8,57,1001.9
20/03/2023 5:57:41,437,14.8,57,1002
20/03/2023 5:58:41,452,14.8,57,1002
20/03/2023 5:59:41,451,14.8,57,1001.9
20/03/2023 6:00:41,430,14.8,57,1001.9
20/03/2023 6:01:41,442,14.8,57,1001.9
20/03/2023 6:02:41,444,14.8,57,1001.8
20/03/2023 6:03:41,433,14.8,57,1001.8
20/03/2023 6:04:41,446,14.8,57,1001.9
20/03/2023 6:05:41,434,14.8,57,1001.9
20/03/2023 6:06:41,445,14.9,57,1001.8
20/03/2023 6:07:41,435,14.8,57,1001.8
20/03/2023 6:08:41,450,14.8,57,1001.8
20/03/2023 6:09:41,456,14.8,57,1001.9
20/03/2023 6:10:41,445,14.8,57,1001.9
20/03/2023 6:11:41,438,14.8,57,1001.9
20/03/2023 6:12:41,452,14.8,57,1002
20/03/2023 6:13:41,426,14.8,57,1001.9
20/03/2023 6:14:41,442,14.8,57,1001.8
20/03/2023 6:15:41,449,14.8,57,1001.8
20/03/2023 6:16:41,448,14.8,57,1001.8
20/03/2023 6:17:41,456,14.8,57,1001.8
20/03/2023 6:18:41,455,14.8,57,1001.8
20/03/2023 6:19:41,449,14.8,57,1001.9
20/03/2023 6:20:41,443,14.8,57,1001.8
20/03/2023 6:21:41,468,14.8,57,1001.8
20/03/2023 6:22:41,436,14.8,57,1001.8
20/03/2023 6:23:41,447,14.8,57,1001.8
20/03/2023 6:24:41,438,14.8,57,1001.9
20/03/2023 6:25:41,452,14.8,57,1001.8
20/03/2023 6:26:41,450,14.8,57,1001.8
20/03/2023 6:27:41,449,14.8,57,1001.8
20/03/2023 6:28:41,454,14.8,57,1001.8
20/03/2023 6:29:41,465,14.8,57,1001.8
20/03/2023 6:30:41,444,14.8,57,1001.7
20/03/2023 6:31:41,444,14.8,57,1001.8
20/03/2023 6:32:41,448,14.8,57,1001.9
20/03/2023 6:33:41,449,14.7,57,1002
20/03/2023 6:34:41,456,14.7,57,1001.9
20/03/2023 6:35:41,445,14.7,57,1001.8
20/03/2023 6:36:41,459,14.7,57,1002
20/03/2023 6:37:41,447,14.8,57,1002
20/03/2023 6:38:41,453,14.7,57,1002
20/03/2023 6:39:41,445,14.7,57,1002.1
20/03/2023 6:40:41,456,14.7,57,1002
20/03/2023 6:41:41,451,14.7,57,1002.1
20/03/2023 6:42:41,442,14.7,57,1002.1
20/03/2023 6:43:41,446,14.7,57,1002
20/03/2023 6:44:41,449,14.7,57,1002
20/03/2023 6:45:41,444,14.7,57,1002
20/03/2023 6:46:41,455,14.7,57,1002
20/03/2023 6:47:41,447,14.7,57,1002
20/03/2023 6:48:41,438,14.7,57,1002
20/03/2023 6:49:41,456,14.7,57,1002
20/03/2023 6:50:41,453,14.7,57,1001.9
20/03/2023 6:51:41,466,14.7,57,1001.9
20/03/2023 6:52:41,463,14.7,57,1002
20/03/2023 6:53:41,446,14.7,57,1002
20/03/2023 6:54:41,455,14.7,57,1001.9
20/03/2023 6:55:41,442,14.7,57,1001.9
20/03/2023 6:56:41,456,14.7,57,1001.9
20/03/2023 6:57:41,451,14.7,57,1002
20/03/2023 6:58:41,449,14.7,57,1001.9
20/03/2023 6:59:41,452,14.7,57,1001.9
20/03/2023 7:00:41,447,14.7,57,1001.8
20/03/2023 7:01:41,447,14.7,57,1001.9
20/03/2023 7:02:41,445,14.7,57,1001.9
20/03/2023 7:03:41,440,14.7,57,1001.7
20/03/2023 7:04:41,444,14.7,57,1001.8
20/03/2023 7:05:41,441,14.7,57,1001.8
20/03/2023 7:06:41,454,14.7,57,1001.9
20/03/2023 7:07:41,452,14.7,57,1001.8
20/03/2023 7:08:41,436,14.7,57,1001.8
20/03/2023 7:09:41,442,14.7,57,1001.8
20/03/2023 7:10:41,443,14.7,56,1001.8
20/03/2023 7:11:41,452,14.7,56,1001.8
20/03/2023 7:12:41,450,14.7,56,1001.8
20/03/2023 7:13:41,439,14.7,56,1001.8
20/03/2023 7:14:41,428,14.7,56,1001.7
20/03/2023 7:15:41,448,14.7,56,1001.8
20/03/2023 7:16:41,465,14.6,56,1001.7
20/03/2023 7:17:41,444,14.7,56,1001.9
20/03/2023 7:18:41,453,14.7,56,1001.9
20/03/2023 7:19:41,449,14.6,56,1001.9
20/03/2023 7:20:41,446,14.7,56,1002.1
20/03/2023 7:21:41,447,14.6,56,1002.1
20/03/2023 7:22:41,454,14.6,56,1002.1
20/03/2023 7:23:41,438,14.6,55,1002.1
20/03/2023 7:24:41,446,14.6,55,1002.1
20/03/2023 7:25:41,445,14.6,55,1002.2
20/03/2023 7:26:41,446,14.6,55,1002
20/03/2023 7:27:41,449,14.6,55,1002.2
20/03/2023 7:28:41,448,14.6,55,1002.1
20/03/2023 7:29:41,450,14.6,55,1002.1
20/03/2023 7:30:41,441,14.6,55,1002.1
20/03/2023 7:31:41,426,14.6,55,1002
20/03/2023 7:32:41,445,14.6,55,1002
20/03/2023 7:33:41,458,14.6,55,1002.1
20/03/2023 7:34:41,451,14.6,55,1002.1
20/03/2023 7:35:41,438,14.6,55,1002.1
20/03/2023 7:36:41,418,14.6,55,1002.1
20/03/2023 7:37:41,461,14.6,55,1002
20/03/2023 7:38:41,435,14.6,55,1002.1
20/03/2023 7:39:41,448,14.6,54,1002.1
20/03/2023 7:40:41,451,14.6,54,1002.1
20/03/2023 7:41:41,441,14.6,54,1002.1
20/03/2023 7:42:41,457,14.6,54,1002.1
20/03/2023 7:43:41,436,14.6,54,1002.1
20/03/2023 7:44:41,442,14.6,54,1002
20/03/2023 7:45:41,441,14.6,54,1002
20/03/2023 7:46:41,450,14.6,54,1002.1
20/03/2023 7:47:41,466,14.6,54,1002
20/03/2023 7:48:41,449,14.6,54,1002.1
20/03/2023 7:49:41,441,14.6,54,1002
20/03/2023 7:50:41,442,14.6,54,1001.9
20/03/2023 7:51:41,452,14.6,54,1001.9
20/03/2023 7:52:41,447,14.6,54,1001.9
20/03/2023 7:53:41,443,14.6,54,1001.8
20/03/2023 7:54:41,441,14.6,54,1001.8
20/03/2023 7:55:41,449,14.6,54,1002
20/03/2023 7:56:41,450,14.6,54,1001.9
20/03/2023 7:57:41,460,14.6,54,1001.8
20/03/2023 7:58:41,441,14.6,54,1001.9
20/03/2023 7:59:41,448,14.6,54,1001.9
20/03/2023 8:00:41,464,14.6,54,1001.8
20/03/2023 8:01:41,461,14.6,54,1001.7
20/03/2023 8:02:41,442,14.6,54,1001.8
20/03/2023 8:03:41,451,14.6,54,1001.8
20/03/2023 8:04:41,445,14.6,54,1001.8
20/03/2023 8:05:41,442,14.6,53,1001.9
20/03/2023 8:06:41,438,14.6,53,1001.8
20/03/2023 8:07:41,457,14.6,53,1001.8
20/03/2023 8:08:41,446,14.6,53,1001.9
20/03/2023 8:09:41,449,14.6,53,1001.8
20/03/2023 8:10:41,439,14.6,53,1001.8
20/03/2023 8:11:41,443,14.6,53,1001.7
20/03/2023 8:12:41,453,14.6,53,1001.8
20/03/2023 8:13:41,442,14.6,53,1001.8
20/03/2023 8:14:41,434,14.6,53,1001.8
20/03/2023 8:15:41,438,14.6,53,1001.8
20/03/2023 8:16:41,451,14.6,53,1001.9
20/03/2023 8:17:41,448,14.6,53,1001.8
20/03/2023 8:18:41,446,14.6,53,1002
20/03/2023 8:19:41,445,14.6,53,1002
20/03/2023 8:20:41,447,14.6,53,1002
20/03/2023 8:21:41,457,14.6,53,1002
20/03/2023 8:22:41,450,14.6,53,1002.2
20/03/2023 8:23:41,439,14.6,53,1002.1
20/03/2023 8:24:41,439,14.6,53,1002.1
20/03/2023 8:25:41,452,14.6,53,1002.2
20/03/2023 8:26:41,441,14.6,53,1002.1
20/03/2023 8:27:40,440,14.6,53,1002.2
20/03/2023 8:28:40,424,14.6,52,1002.2
20/03/2023 8:29:40,450,14.6,52,1002.2
20/03/2023 8:30:40,434,14.6,52,1002.3
20/03/2023 8:31:40,438,14.6,52,1002.4
20/03/2023 8:32:40,456,14.6,52,1002.3
20/03/2023 8:33:40,444,14.6,52,1002.2
20/03/2023 8:34:40,426,14.6,52,1002.2
20/03/2023 8:35:40,440,14.6,52,1002.3
20/03/2023 8:36:40,435,14.6,52,1002.3
20/03/2023 8:37:40,450,14.6,52,1002.3
20/03/2023 8:38:40,440,14.6,52,1002.4
20/03/2023 8:39:40,432,14.6,52,1002.4
20/03/2023 8:40:40,448,14.6,52,1002.4
20/03/2023 8:41:40,468,14.6,52,1002.5
20/03/2023 8:42:40,456,14.6,52,1002.4
20/03/2023 8:43:40,442,14.6,52,1002.4
20/03/2023 8:44:40,439,14.6,52,1002.5
20/03/2023 8:45:40,437,14.6,52,1002.4
20/03/2023 8:46:40,446,14.6,51,1002.5
20/03/2023 8:47:40,453,14.6,51,1002.5
20/03/2023 8:48:40,444,14.6,51,1002.5
20/03/2023 8:49:40,442,14.6,51,1002.6
20/03/2023 8:50:40,441,14.6,51,1002.6
20/03/2023 8:51:40,438,14.6,51,1002.6
20/03/2023 8:52:40,441,14.6,51,1002.7
20/03/2023 8:53:40,444,14.6,51,1002.5
20/03/2023 8:54:40,442,14.6,51,1002.7
20/03/2023 8:55:40,444,14.6,51,1002.7
20/03/2023 8:56:40,456,14.6,51,1002.7
20/03/2023 8:57:40,434,14.6,51,1002.7
20/03/2023 8:58:40,438,14.6,51,1002.8
20/03/2023 8:59:40,455,14.6,51,1002.8
20/03/2023 9:00:40,447,14.6,51,1002.9
20/03/2023 9:01:40,446,14.6,50,1002.7
20/03/2023 9:02:40,439,14.6,51,1002.7
20/03/2023 9:03:40,446,14.6,50,1002.8
20/03/2023 9:04:40,444,14.6,50,1002.8
20/03/2023 9:05:40,436,14.6,51,1002.9
20/03/2023 9:06:40,450,14.6,50,1002.9
20/03/2023 9:07:40,443,14.6,50,1002.8
20/03/2023 9:08:40,445,14.6,50,1002.9
20/03/2023 9:09:40,446,14.6,51,1002.8
20/03/2023 9:10:40,444,14.6,50,1002.9
20/03/2023 9:11:40,451,14.6,51,1003
20/03/2023 9:12:40,431,14.6,50,1002.9
20/03/2023 9:13:40,459,14.6,50,1003
20/03/2023 9:14:40,460,14.6,50,1002.9
20/03/2023 9:15:40,434,14.6,50,1002.9
20/03/2023 9:16:40,427,14.6,50,1002.9
20/03/2023 9:17:40,438,14.6,50,1003
20/03/2023 9:18:40,444,14.6,50,1002.9
20/03/2023 9:19:40,439,14.6,50,1002.9
20/03/2023 9:20:40,445,14.6,50,1003
20/03/2023 9:21:40,450,14.6,50,1003
20/03/2023 9:22:40,448,14.6,50,1003
20/03/2023 9:23:40,445,14.6,50,1003.1
20/03/2023 9:24:40,435,14.6,50,1003
20/03/2023 9:25:40,443,14.6,50,1003.1
20/03/2023 9:26:40,441,14.6,50,1003.2
20/03/2023 9:27:40,434,14.6,50,1003.2
20/03/2023 9:28:40,440,14.6,50,1003.2
20/03/2023 9:29:40,438,14.6,49,1003.2
20/03/2023 9:30:40,437,14.6,49,1003.1
20/03/2023 9:31:40,445,14.6,49,1003.1
20/03/2023 9:32:40,431,14.6,49,1003.1
20/03/2023 9:33:40,445,14.6,49,1003.1
20/03/2023 9:34:40,436,14.6,49,1003.1
20/03/2023 9:35:40,433,14.6,49,1003.1
20/03/2023 9:36:40,423,14.6,49,1003
20/03/2023 9:37:40,433,14.6,49,1003.1
20/03/2023 9:38:40,431,14.6,49,1003.2
20/03/2023 9:39:40,421,14.6,49,1003.2
20/03/2023 9:40:40,439,14.6,49,1003.2
20/03/2023 9:41:40,444,14.6,49,1003.1
20/03/2023 9:42:40,432,14.6,49,1003.1
20/03/2023 9:43:40,430,14.6,49,1003.2
20/03/2023 9:44:40,449,14.6,49,1003.1
20/03/2023 9:45:40,429,14.6,48,1003.2
20/03/2023 9:46:40,447,14.6,48,1003.3
20/03/2023 9:47:40,423,14.6,48,1003.2
20/03/2023 9:48:40,438,14.6,48,1003.1
20/03/2023 9:49:40,456,14.6,48,1003.2
20/03/2023 9:50:40,436,14.6,48,1003.2
20/03/2023 9:51:40,439,14.6,48,1003.2
20/03/2023 9:52:40,448,14.6,48,1003.3
20/03/2023 9:53:40,437,14.6,48,1003.2
20/03/2023 9:54:40,441,14.6,48,1003.2
20/03/2023 9:55:40,439,14.6,48,1003.2
20/03/2023 9:56:40,424,14.6,48,1003.2
20/03/2023 9:57:40,432,14.6,48,1003.1
20/03/2023 9:58:40,447,14.6,48,1003.1
20/03/2023 9:59:40,433,14.6,48,1003.2
20/03/2023 10:00:40,438,14.6,48,1003.1
20/03/2023 10:01:40,440,14.6,48,1003.1
20/03/2023 10:02:40,437,14.6,48,1003.1
20/03/2023 10:03:40,442,14.6,48,1003.1
20/03/2023 10:04:40,443,14.6,48,1003.2
20/03/2023 10:05:40,456,14.6,48,1003.1
20/03/2023 10:06:40,430,14.6,48,1003.2
20/03/2023 10:07:40,424,14.6,48,1003.2
20/03/2023 10:08:40,451,14.6,48,1003.2
20/03/2023 10:09:40,453,14.6,48,1003.2
20/03/2023 10:10:40,421,14.6,48,1003.2
20/03/2023 10:11:40,446,14.6,48,1003.2
20/03/2023 10:12:40,437,14.6,48,1003.2
20/03/2023 10:13:40,438,14.6,48,1003.1
20/03/2023 10:14:40,434,14.6,48,1003.2
20/03/2023 10:15:40,427,14.7,48,1003.2
20/03/2023 10:16:40,457,14.6,48,1003.2
20/03/2023 10:17:40,445,14.6,48,1003.2
